INTE_fxs02196_fxs02196_0.00.dat
    1.000000       0.000000    
   0.9886537      0.2751916E-02
   0.9732235      0.6481681E-02
   0.9554275      0.1074624E-01
   0.9360347      0.1551246E-01
   0.9157278      0.2059551E-01
   0.8951697      0.2584011E-01
   0.8744169      0.3133669E-01
   0.8533387      0.3699336E-01
   0.8322985      0.4267271E-01
   0.8114273      0.4838544E-01
   0.7906075      0.5404648E-01
   0.7698758      0.5968839E-01
   0.7493306      0.6528652E-01
   0.7287125      0.7074813E-01
   0.7080202      0.7621361E-01
   0.6875191      0.8155710E-01
   0.6668594      0.8675258E-01
   0.6461430      0.9192570E-01
   0.6257734      0.9687483E-01
   0.6051779      0.1016077    
   0.5843529      0.1062963    
   0.5640030      0.1107220    
   0.5436231      0.1148367    
   0.5230742      0.1188008    
   0.5032593      0.1223887    
   0.4836412      0.1254635    
   0.4635500      0.1282784    
   0.4442388      0.1307503    
   0.4258502      0.1325132    
   0.4071397      0.1336384    
   0.3883588      0.1343379    
   0.3704218      0.1344377    
   0.3523781      0.1337727    
   0.3335586      0.1327454    
   0.3155312      0.1315998    
   0.2984981      0.1298561    
   0.2813353      0.1276284    
   0.2644902      0.1255574    
   0.2488178      0.1232704    
   0.2336408      0.1202862    
   0.2184574      0.1172212    
   0.2040132      0.1144837    
   0.1905936      0.1113329    
   0.1775756      0.1075988    
   0.1647528      0.1041136    
   0.1526946      0.1010052    
   0.1415810      0.9747643E-01
   0.1309930      0.9347772E-01
   0.1206953      0.8981297E-01
   0.1110036      0.8668402E-01
   0.1021982      0.8337377E-01
   0.9411396E-01  0.7956088E-01
   0.8639138E-01  0.7580495E-01
   0.7893901E-01  0.7265849E-01
   0.7202816E-01  0.6984058E-01
   0.6583962E-01  0.6677893E-01
   0.6026781E-01  0.6329967E-01
   0.5497634E-01  0.5983591E-01
   0.4974681E-01  0.5682752E-01
   0.4465587E-01  0.5428165E-01
   0.3998244E-01  0.5172907E-01
   0.3587235E-01  0.4878943E-01
   0.3217911E-01  0.4550170E-01
   0.2860045E-01  0.4222016E-01
   0.2490861E-01  0.3927920E-01
   0.2114424E-01  0.3669238E-01
   0.1757432E-01  0.3413118E-01
   0.1438115E-01  0.3133189E-01
   0.1154410E-01  0.2832147E-01
   0.9004441E-02  0.2525237E-01
   0.6775846E-02  0.2223748E-01
   0.4934987E-02  0.1927835E-01
   0.3508800E-02  0.1634106E-01
   0.2425093E-02  0.1341940E-01
   0.1565854E-02  0.1055518E-01
   0.8428005E-03  0.7803317E-02
   0.2605663E-03  0.5205247E-02
  -0.6609217E-04  0.2750171E-02
  -0.4427297E-04  0.3896343E-03
   0.4154708E-03 -0.1929127E-02
   0.1354630E-02 -0.4152221E-02
   0.2739869E-02 -0.6221110E-02
   0.4411224E-02 -0.8219148E-02
   0.6217800E-02 -0.1018342E-01
   0.8192527E-02 -0.1196189E-01
   0.1042158E-01 -0.1338051E-01
   0.1292313E-01 -0.1444256E-01
   0.1557441E-01 -0.1541932E-01
   0.1821162E-01 -0.1663286E-01
   0.2077047E-01 -0.1818479E-01
   0.2334617E-01 -0.1987132E-01
   0.2607091E-01 -0.2143528E-01
   0.2909170E-01 -0.2262536E-01
   0.3242936E-01 -0.2350608E-01
   0.3602713E-01 -0.2432091E-01
   0.3978405E-01 -0.2539492E-01
   0.4364915E-01 -0.2686258E-01
   0.4769343E-01 -0.2852328E-01
   0.5203965E-01 -0.3007086E-01
   0.5683027E-01 -0.3124333E-01
   0.6209647E-01 -0.3220891E-01
   0.6779742E-01 -0.3334694E-01
   0.7385525E-01 -0.3499143E-01
   0.8031569E-01 -0.3689290E-01
   0.8732520E-01 -0.3855013E-01
   0.9503875E-01 -0.3978049E-01
   0.1034593     -0.4106833E-01
   0.1124485     -0.4294547E-01
   0.1219669     -0.4501703E-01
   0.1321798     -0.4658155E-01
   0.1432335     -0.4784862E-01
   0.1549801     -0.4959829E-01
   0.1671894     -0.5162973E-01
   0.1799969     -0.5311800E-01
   0.1936464     -0.5428342E-01
   0.2078834     -0.5588606E-01
   0.2223426     -0.5748163E-01
   0.2372980     -0.5841984E-01
   0.2530204     -0.5925350E-01
   0.2690413     -0.6043236E-01
   0.2851527     -0.6125903E-01
   0.3019116     -0.6152255E-01
   0.3192687     -0.6188323E-01
   0.3364330     -0.6224194E-01
   0.3536875     -0.6199133E-01
   0.3716477     -0.6139789E-01
   0.3894365     -0.6089867E-01
   0.4065146     -0.5995588E-01
   0.4240350     -0.5820164E-01
   0.4427059     -0.5610672E-01
   0.4614036     -0.5398168E-01
   0.4797570     -0.5141879E-01
   0.4985807     -0.4847326E-01
   0.5179109     -0.4560855E-01
   0.5372183     -0.4265031E-01
   0.5566257     -0.3937695E-01
   0.5763806     -0.3613851E-01
   0.5963286     -0.3297129E-01
   0.6162545     -0.2962474E-01
   0.6362377     -0.2634973E-01
   0.6565335     -0.2323815E-01
   0.6769547     -0.2004284E-01
   0.6973121     -0.1695250E-01
   0.7180605     -0.1404718E-01
   0.7389643     -0.1115918E-01
   0.7596789     -0.8479676E-02
   0.7807511     -0.5975502E-02
   0.8015643     -0.3621941E-02
   0.8222205     -0.1608660E-02
   0.8430356      0.2563666E-03
   0.8632816      0.1803309E-02
   0.8834958      0.3004981E-02
   0.9032756      0.3891649E-02
   0.9225608      0.4388792E-02
   0.9409753      0.4483303E-02
   0.9582693      0.4103544E-02
   0.9741712      0.3181905E-02
   0.9886545      0.1689490E-02
    1.000000       0.000000    
