20	1.407809578	0.051492043	27.34033246	72	0.73152	70.85177419	0.719854026
25	0.90099813	0.026547009	33.93972305	90	0.7366	88.56471774	0.724853012
30	0.625693146	0.019071127	32.80839895	108	0.9144	106.2776613	0.899817532
35	0.459692923	0.016747007	27.44925809	126	1.27508	123.9906048	1.254745559
40	0.351952395	0.014929117	23.57489745	144	1.69672	141.7035484	1.669661421
45	0.278085843	0.014032582	19.81715373	162	2.27076	159.4164919	2.234546872
50	0.225249532	0.013799868	16.32258654	180	3.06324	177.1294355	3.014388733
55	0.186156638	0.01382406	13.4661339	198	4.08432	194.842379	4.019184977
